date,tensorflow,pytorch,keras
2017-10-11,65356,7144,18457
2017-10-12,65549,7207,18494
2017-10-13,65765,7247,18531
2017-10-14,65880,7268,18550
2017-10-15,66000,7298,18589
2017-10-16,66161,7342,18638
2017-10-17,66346,7384,18671
2017-10-18,66514,7420,18702
2017-10-19,66675,7451,18738
2017-10-20,66826,7484,18771
2017-10-21,66924,7505,18800
2017-10-22,66996,7525,18826
2017-10-23,67127,7549,18862
2017-10-24,67269,7581,18908
2017-10-25,67400,7618,18948
2017-10-26,67553,7654,18989
2017-10-27,67674,7678,19016
2017-10-28,67761,7693,19041
2017-10-29,67844,7722,19066
2017-10-30,67964,7754,19110
2017-10-31,68118,7794,19168
2017-11-01,68248,7829,19209
2017-11-02,68392,7855,19247
2017-11-03,68543,7892,19296
2017-11-04,68631,7912,19320
2017-11-05,68720,7933,19345
2017-11-06,68872,7967,19385
2017-11-07,68997,8005,19424
2017-11-08,69146,8029,19476
2017-11-09,69301,8073,19519
2017-11-10,69436,8106,19556
2017-11-11,69504,8124,19579
2017-11-12,69585,8145,19609
2017-11-13,69689,8185,19661
2017-11-14,69825,8210,19714
2017-11-15,70127,8246,19752
2017-11-16,70408,8265,19786
2017-11-17,70633,8299,19822
2017-11-18,70762,8323,19850
2017-11-19,70871,8347,19893
2017-11-20,71052,8379,19934
2017-11-21,71257,8417,19988
2017-11-22,71440,8456,20032
2017-11-23,71608,8475,20068
2017-11-24,71751,8517,20110
2017-11-25,71815,8561,20133
2017-11-26,71895,8589,20163
2017-11-27,72033,8625,20214
2017-11-28,72168,8651,20249
2017-11-29,72293,8678,20291
2017-11-30,72455,8707,20339
2017-12-01,72584,8744,20376
2017-12-02,72663,8763,20403
2017-12-03,72741,8781,20437
2017-12-04,72868,8813,20475
2017-12-05,73034,8865,20526
2017-12-06,73190,8910,20568
2017-12-07,73320,8961,20613
2017-12-08,73443,8983,20662
2017-12-09,73502,9004,20683
2017-12-10,73574,9027,20708
2017-12-11,73688,9058,20752
2017-12-12,73841,9109,20805
2017-12-13,74114,9145,20871
2017-12-14,74300,9179,20936
2017-12-15,74468,9205,20979
2017-12-16,74566,9230,21006
2017-12-17,74662,9254,21038
2017-12-18,74828,9283,21084
2017-12-19,75006,9319,21128
2017-12-20,75173,9389,21177
2017-12-21,75315,9432,21215
2017-12-22,75450,9460,21248
2017-12-23,75524,9477,21272
2017-12-24,75592,9492,21302
2017-12-25,75721,9518,21336
2017-12-26,75850,9562,21386
2017-12-27,75991,9600,21418
2017-12-28,76111,9636,21449
2017-12-29,76224,9669,21470
2017-12-30,76285,9692,21492
2017-12-31,76357,9705,21510
2018-01-01,76422,9722,21528
2018-01-02,76537,9782,21570
2018-01-03,76661,9816,21612
2018-01-04,76781,9848,21660
2018-01-05,76913,9880,21698
2018-01-06,76994,9895,21732
2018-01-07,77072,9908,21763
2018-01-08,77187,9937,21806
2018-01-09,77316,9981,21851
2018-01-10,77451,10025,21888
2018-01-11,77581,10069,21929
2018-01-12,77706,10106,21973
2018-01-13,77773,10126,22005
2018-01-14,77853,10144,22020
2018-01-15,77981,10190,22065
2018-01-16,78120,10231,22105
2018-01-17,78250,10275,22145
2018-01-18,78372,10312,22185
2018-01-19,78494,10349,22232
2018-01-20,78579,10376,22253
2018-01-21,78647,10407,22282
2018-01-22,78772,10474,22317
2018-01-23,78883,10526,22367
2018-01-24,79005,10564,22406
2018-01-25,79146,10598,22449
2018-01-26,79285,10626,22493
2018-01-27,79378,10665,22542
2018-01-28,79452,10701,22613
2018-01-29,79580,10733,22693
2018-01-30,79685,10766,22743
2018-01-31,79814,10796,22796
2018-02-01,79949,10834,22842
2018-02-02,80089,10872,22886
2018-02-03,80162,10885,22914
2018-02-04,80238,10900,22943
2018-02-05,80336,10924,22987
2018-02-06,80455,10946,23028
2018-02-07,80573,10976,23066
2018-02-08,80697,11001,23121
2018-02-09,80804,11022,23169
2018-02-10,80889,11039,23204
2018-02-11,81027,11053,23236
2018-02-12,81201,11071,23286
2018-02-13,81333,11093,23326
2018-02-14,81435,11117,23361
2018-02-15,81528,11135,23383
2018-02-16,81617,11160,23406
2018-02-17,81689,11179,23431
2018-02-18,81767,11190,23463
2018-02-19,81834,11213,23495
2018-02-20,81887,11236,23524
2018-02-21,81947,11256,23560
2018-02-22,82050,11271,23602
2018-02-23,82131,11304,23647
2018-02-24,82239,11333,23688
2018-02-25,82306,11357,23722
2018-02-26,82423,11392,23766
2018-02-27,82533,11420,23822
2018-02-28,82658,11443,23875
2018-03-01,82817,11463,23935
2018-03-02,82990,11490,23989
2018-03-03,83073,11512,24033
2018-03-04,83151,11537,24063
2018-03-05,83301,11560,24120
2018-03-06,83458,11594,24245
2018-03-07,83587,11608,24321
2018-03-08,83701,11631,24390
2018-03-09,83853,11653,24449
2018-03-10,83938,11663,24484
2018-03-11,84032,11681,24526
2018-03-12,84148,11712,24588
2018-03-13,84307,11750,24649
2018-03-14,84439,11772,24689
2018-03-15,84589,11800,24745
2018-03-16,84727,11825,24791
2018-03-17,84807,11843,24822
2018-03-18,84879,11859,24853
2018-03-19,84995,11883,24899
2018-03-20,85119,11909,24948
2018-03-21,85255,11944,24986
2018-03-22,85384,11973,25035
2018-03-23,85481,12000,25077
2018-03-24,85556,12018,25110
2018-03-25,85627,12043,25143
2018-03-26,85755,12072,25191
2018-03-27,85869,12104,25223
2018-03-28,85994,12134,25273
2018-03-29,86155,12170,25332
2018-03-30,86276,12191,25373
2018-03-31,86396,12208,25405
2018-04-01,86472,12225,25431
2018-04-02,86595,12331,25473
2018-04-03,86720,12435,25523
2018-04-04,86832,12481,25578
2018-04-05,86924,12507,25609
2018-04-06,87017,12534,25642
2018-04-07,87096,12555,25674
2018-04-08,87204,12584,25708
2018-04-09,87328,12621,25749
2018-04-10,87469,12653,25801
2018-04-11,87606,12688,25839
2018-04-12,87741,12725,25894
2018-04-13,87860,12749,25924
2018-04-14,87957,12762,25952
2018-04-15,88049,12783,25983
2018-04-16,88182,12808,26031
2018-04-17,88320,12832,26077
2018-04-18,88463,12865,26117
2018-04-19,88568,12906,26154
2018-04-20,88685,12927,26196
2018-04-21,88763,12944,26220
2018-04-22,88845,12969,26255
2018-04-23,88952,12998,26298
2018-04-24,89083,13046,26345
2018-04-25,89198,13176,26380
2018-04-26,89311,13249,26421
2018-04-27,89449,13284,26457
2018-04-28,89551,13326,26478
2018-04-29,89627,13339,26492
2018-04-30,89701,13359,26521
2018-05-01,89755,13385,26549
2018-05-02,89864,13452,26587
2018-05-03,89980,13581,26636
2018-05-04,90079,13656,26675
2018-05-05,90148,13696,26690
2018-05-06,90212,13737,26724
2018-05-07,90311,13790,26771
2018-05-08,90422,13840,26817
2018-05-09,90545,13892,26863
2018-05-10,90670,13938,26897
2018-05-11,90780,13978,26941
2018-05-12,90870,14010,26970
2018-05-13,90930,14033,26985
2018-05-14,91054,14074,27022
2018-05-15,91175,14116,27054
2018-05-16,91298,14158,27090
2018-05-17,91429,14202,27129
2018-05-18,91570,14228,27157
2018-05-19,91672,14251,27182
2018-05-20,91742,14276,27210
2018-05-21,91867,14305,27266
2018-05-22,91959,14351,27309
2018-05-23,92122,14388,27351
2018-05-24,92267,14429,27392
2018-05-25,92368,14460,27426
2018-05-26,92449,14472,27448
2018-05-27,92516,14490,27471
2018-05-28,92626,14512,27516
2018-05-29,92737,14539,27554
2018-05-30,92856,14570,27592
2018-05-31,92963,14601,27630
2018-06-01,93063,14634,27667
2018-06-02,93128,14651,27694
2018-06-03,93199,14667,27715
2018-06-04,93298,14698,27751
2018-06-05,93431,14726,27787
2018-06-06,93553,14764,27837
2018-06-07,93684,14796,27878
2018-06-08,93788,14830,27931
2018-06-09,93875,14853,27955
2018-06-10,93950,14873,27991
2018-06-11,94041,14898,28025
2018-06-12,94135,14928,28067
2018-06-13,94241,14944,28107
2018-06-14,94335,14979,28159
2018-06-15,94419,14993,28198
2018-06-16,94464,15008,28225
2018-06-17,94517,15022,28254
2018-06-18,94565,15041,28279
2018-06-19,94655,15073,28323
2018-06-20,94741,15096,28365
2018-06-21,94832,15114,28406
2018-06-22,94904,15138,28432
2018-06-23,94939,15159,28453
2018-06-24,94995,15176,28475
2018-06-25,95076,15197,28513
2018-06-26,95158,15222,28549
2018-06-27,95254,15245,28596
2018-06-28,95350,15283,28648
2018-06-29,95440,15309,28672
2018-06-30,95483,15336,28703
2018-07-01,95524,15353,28718
2018-07-02,95597,15373,28746
2018-07-03,95700,15403,28780
2018-07-04,95783,15425,28807
2018-07-05,95865,15453,28846
2018-07-06,95958,15472,28877
2018-07-07,96015,15495,28902
2018-07-08,96070,15506,28927
2018-07-09,96176,15536,28967
2018-07-10,96262,15557,29008
2018-07-11,96353,15594,29045
2018-07-12,96441,15622,29080
2018-07-13,96524,15645,29116
2018-07-14,96581,15660,29139
2018-07-15,96619,15670,29158
2018-07-16,96702,15700,29186
2018-07-17,96776,15722,29230
2018-07-18,96875,15743,29264
2018-07-19,96997,15767,29300
2018-07-20,97069,15787,29326
2018-07-21,97127,15805,29347
2018-07-22,97165,15823,29365
2018-07-23,97241,15840,29404
2018-07-24,97342,15862,29436
2018-07-25,97466,15909,29469
2018-07-26,97553,15934,29500
2018-07-27,97630,15962,29526
2018-07-28,97687,15982,29547
2018-07-29,97736,15999,29581
2018-07-30,97826,16020,29624
2018-07-31,97902,16053,29648
2018-08-01,97992,16082,29674
2018-08-02,98069,16123,29709
2018-08-03,98140,16147,29743
2018-08-04,98185,16160,29768
2018-08-05,98241,16174,29785
2018-08-06,98315,16191,29815
2018-08-07,98398,16222,29859
2018-08-08,98488,16248,29891
2018-08-09,98575,16280,29930
2018-08-10,98664,16310,29972
2018-08-11,98696,16329,29989
2018-08-12,98761,16344,30014
2018-08-13,98834,16373,30041
2018-08-14,98920,16402,30074
2018-08-15,99002,16433,30109
2018-08-16,99078,16465,30138
2018-08-17,99139,16483,30168
2018-08-18,99182,16502,30183
2018-08-19,99235,16517,30202
2018-08-20,99305,16536,30233
2018-08-21,99395,16563,30272
2018-08-22,99463,16590,30304
2018-08-23,99530,16620,30342
2018-08-24,99603,16642,30383
2018-08-25,99636,16662,30416
2018-08-26,99676,16687,30440
2018-08-27,99751,16712,30466
2018-08-28,99831,16739,30500
2018-08-29,99914,16764,30533
2018-08-30,99982,16796,30566
2018-08-31,100063,16820,30597
2018-09-01,100114,16832,30618
2018-09-02,100157,16849,30638
2018-09-03,100228,16870,30659
2018-09-04,100312,16898,30686
2018-09-05,100389,16926,30723
2018-09-06,100463,16952,30752
2018-09-07,100523,16980,30774
2018-09-08,100562,17005,30796
2018-09-09,100611,17027,30822
2018-09-10,100687,17049,30856
2018-09-11,100766,17073,30889
2018-09-12,100844,17112,30916
2018-09-13,100928,17145,30963
2018-09-14,101015,17170,31000
2018-09-15,101065,17201,31019
2018-09-16,101097,17222,31035
2018-09-17,101163,17255,31066
2018-09-18,101237,17283,31093
2018-09-19,101337,17318,31119
2018-09-20,101468,17360,31154
2018-09-21,101609,17394,31194
2018-09-22,101673,17409,31216
2018-09-23,101727,17430,31234
2018-09-24,101797,17451,31256
2018-09-25,101873,17475,31289
2018-09-26,101981,17510,31330
2018-09-27,102096,17537,31359
2018-09-28,102201,17574,31397
2018-09-29,102317,17597,31429
2018-09-30,102394,17620,31449
2018-10-01,102516,17645,31480
2018-10-02,102625,17699,31502
2018-10-03,102679,17804,31523
2018-10-04,102748,17925,31549
2018-10-05,102822,18008,31574
2018-10-06,102878,18055,31594
2018-10-07,102932,18078,31626
2018-10-08,103016,18122,31656
2018-10-09,103101,18174,31704
2018-10-10,103170,18220,31736
2018-10-11,103255,18255,31760
2018-10-12,103353,18289,31790
2018-10-13,103411,18319,31809
2018-10-14,103468,18351,31842
2018-10-15,103535,18378,31879
2018-10-16,103620,18421,31916
2018-10-17,103716,18488,31950
2018-10-18,103816,18549,31987
2018-10-19,103903,18586,32008
2018-10-20,103946,18616,32025
2018-10-21,104001,18638,32049
2018-10-22,104083,18689,32088
2018-10-23,104191,18730,32124
2018-10-24,104290,18767,32157
2018-10-25,104372,18817,32201
2018-10-26,104445,18851,32232
2018-10-27,104499,18878,32262
2018-10-28,104549,18905,32287
2018-10-29,104639,18944,32319
2018-10-30,104735,18997,32361
2018-10-31,104821,19033,32391
2018-11-01,104897,19066,32422
2018-11-02,104956,19099,32450
2018-11-03,105002,19128,32468
2018-11-04,105064,19152,32488
2018-11-05,105170,19178,32521
2018-11-06,105303,19213,32553
2018-11-07,105400,19261,32585
2018-11-08,105481,19297,32615
2018-11-09,105577,19351,32652
2018-11-10,105624,19387,32676
2018-11-11,105676,19415,32691
2018-11-12,105783,19465,32730
2018-11-13,105861,19528,32769
2018-11-14,105944,19581,32811
2018-11-15,106024,19621,32851
2018-11-16,106088,19665,32881
2018-11-17,106147,19688,32910
2018-11-18,106200,19713,32944
2018-11-19,106279,19758,32987
2018-11-20,106363,19805,33021
2018-11-21,106473,19846,33052
2018-11-22,106565,19879,33091
2018-11-23,106621,19913,33124
2018-11-24,106674,19935,33142
2018-11-25,106733,19953,33168
2018-11-26,106801,20001,33199
2018-11-27,106879,20029,33241
2018-11-28,107002,20072,33292
2018-11-29,107076,20108,33326
2018-11-30,107153,20134,33358
2018-12-01,107203,20157,33380
2018-12-02,107266,20177,33405
2018-12-03,107344,20215,33435
2018-12-04,107429,20251,33478
2018-12-05,107511,20286,33515
2018-12-06,107607,20322,33554
2018-12-07,107682,20400,33583
2018-12-08,107741,20604,33606
2018-12-09,107794,20665,33632
2018-12-10,107864,20748,33674
2018-12-11,107965,20823,33720
2018-12-12,108041,20881,33758
2018-12-13,108119,20925,33784
2018-12-14,108177,20974,33811
2018-12-15,108215,21010,33838
2018-12-16,108268,21041,33864
2018-12-17,108345,21091,33900
2018-12-18,108425,21145,33931
2018-12-19,108504,21183,33978
2018-12-20,108574,21226,34013
2018-12-21,108637,21260,34048
2018-12-22,108680,21288,34077
2018-12-23,108730,21312,34095
2018-12-24,108806,21351,34144
2018-12-25,108869,21385,34170
2018-12-26,108922,21417,34205
2018-12-27,109010,21462,34231
2018-12-28,109075,21503,34264
2018-12-29,109147,21535,34299
2018-12-30,109192,21556,34315
2018-12-31,109219,21580,34330
2019-01-01,109248,21598,34348
2019-01-02,109319,21637,34378
2019-01-03,109379,21674,34412
2019-01-04,109443,21700,34450
2019-01-05,109494,21727,34473
2019-01-06,109534,21751,34491
2019-01-07,109601,21793,34534
2019-01-08,109705,21850,34569
2019-01-09,109793,21896,34608
2019-01-10,109878,21930,34647
2019-01-11,109950,21974,34671
2019-01-12,110001,21995,34692
2019-01-13,110050,22019,34719
2019-01-14,110128,22052,34747
2019-01-15,110217,22096,34785
2019-01-16,110305,22121,34827
2019-01-17,110398,22163,34865
2019-01-18,110488,22197,34894
2019-01-19,110533,22217,34911
2019-01-20,110583,22233,34927
2019-01-21,110651,22273,34965
2019-01-22,110741,22315,35005
2019-01-23,110850,22352,35037
2019-01-24,110945,22369,35064
2019-01-25,111023,22397,35084
2019-01-26,111075,22426,35094
2019-01-27,111121,22449,35126
2019-01-28,111198,22493,35158
2019-01-29,111276,22533,35193
2019-01-30,111355,22560,35228
2019-01-31,111410,22583,35255
2019-02-01,111501,22614,35292
2019-02-02,111565,22634,35311
2019-02-03,111626,22667,35326
2019-02-04,111677,22691,35351
2019-02-05,111713,22721,35366
2019-02-06,111758,22756,35397
2019-02-07,111800,22785,35422
2019-02-08,111844,22817,35446
2019-02-09,111886,22839,35462
2019-02-10,111927,22856,35480
2019-02-11,111996,22887,35509
2019-02-12,112067,22926,35545
2019-02-13,112137,22964,35574
2019-02-14,112222,23008,35601
2019-02-15,112290,23048,35629
2019-02-16,112341,23064,35646
2019-02-17,112393,23086,35663
2019-02-18,112485,23128,35699
2019-02-19,112552,23167,35741
2019-02-20,112620,23202,35765
2019-02-21,112691,23243,35791
2019-02-22,112765,23270,35830
2019-02-23,112812,23283,35845
2019-02-24,112871,23303,35865
2019-02-25,112949,23330,35897
2019-02-26,113035,23363,35943
2019-02-27,113130,23407,35963
2019-02-28,113204,23441,36004
2019-03-01,113283,23466,36026
2019-03-02,113334,23493,36051
2019-03-03,113386,23517,36078
2019-03-04,113471,23567,36110
2019-03-05,113547,23601,36145
2019-03-06,113637,23643,36180
2019-03-07,113826,23685,36214
2019-03-08,113970,23719,36253
2019-03-09,114054,23745,36284
2019-03-10,114137,23781,36310
2019-03-11,114229,23836,36339
2019-03-12,114327,23883,36371
2019-03-13,114451,23922,36407
2019-03-14,114585,23955,36434
2019-03-15,114680,23996,36472
2019-03-16,114747,24019,36495
2019-03-17,114819,24046,36517
2019-03-18,114929,24080,36552
2019-03-19,115014,24121,36603
2019-03-20,115102,24173,36643
2019-03-21,115197,24208,36683
2019-03-22,115287,24245,36717
2019-03-23,115338,24269,36745
2019-03-24,115378,24291,36768
2019-03-25,115458,24339,36805
2019-03-26,115538,24366,36834
2019-03-27,115629,24402,36870
2019-03-28,115768,24444,36907
2019-03-29,115909,24486,36950
2019-03-30,115999,24520,36979
2019-03-31,116071,24547,37006
2019-04-01,116190,24594,37056
2019-04-02,116291,24630,37088
2019-04-03,116398,24676,37123
2019-04-04,116483,24708,37160
2019-04-05,116553,24739,37199
2019-04-06,116602,24767,37222
2019-04-07,116647,24789,37245
2019-04-08,116738,24825,37282
2019-04-09,116845,24887,37328
2019-04-10,116947,24932,37371
2019-04-11,117024,24965,37403
2019-04-12,117107,24986,37446
2019-04-13,117165,25014,37482
2019-04-14,117228,25037,37511
2019-04-15,117312,25070,37541
2019-04-16,117419,25124,37583
2019-04-17,117498,25161,37631
2019-04-18,117583,25201,37658
2019-04-19,117663,25242,37693
2019-04-20,117720,25268,37726
2019-04-21,117770,25286,37752
2019-04-22,117856,25317,37787
2019-04-23,117930,25366,37824
2019-04-24,118001,25413,37881
2019-04-25,118088,25457,37925
2019-04-26,118161,25504,37960
2019-04-27,118215,25519,37977
2019-04-28,118281,25562,38006
2019-04-29,118346,25595,38045
2019-04-30,118420,25625,38085
2019-05-01,118472,25671,38106
2019-05-02,118529,25719,38125
2019-05-03,118574,25743,38145
2019-05-04,118619,25776,38180
2019-05-05,118686,25822,38216
2019-05-06,118778,25868,38253
2019-05-07,118861,25908,38288
2019-05-08,118960,25954,38319
2019-05-09,119072,25992,38351
2019-05-10,119154,26036,38388
2019-05-11,119206,26072,38405
2019-05-12,119254,26090,38429
2019-05-13,119338,26115,38446
2019-05-14,119415,26151,38482
2019-05-15,119507,26190,38525
2019-05-16,119593,26234,38567
2019-05-17,119656,26269,38591
2019-05-18,119699,26293,38612
2019-05-19,119753,26316,38640
2019-05-20,119817,26354,38665
2019-05-21,119875,26392,38698
2019-05-22,119955,26428,38731
2019-05-23,120041,26463,38759
2019-05-24,120130,26491,38789
2019-05-25,120188,26518,38815
2019-05-26,120237,26539,38830
2019-05-27,120303,26564,38855
2019-05-28,120368,26594,38887
2019-05-29,120439,26637,38914
2019-05-30,120512,26676,38941
2019-05-31,120579,26700,38971
2019-06-01,120611,26722,38987
2019-06-02,120652,26747,38996
2019-06-03,120727,26782,39016
2019-06-04,120792,26819,39050
2019-06-05,120861,26848,39073
2019-06-06,120921,26874,39099
2019-06-07,120976,26890,39121
2019-06-08,121014,26915,39137
2019-06-09,121074,26933,39163
2019-06-10,121141,26962,39214
2019-06-11,121205,27016,39249
2019-06-12,121264,27054,39278
2019-06-13,121328,27084,39309
2019-06-14,121382,27113,39339
2019-06-15,121420,27138,39361
2019-06-16,121462,27159,39382
2019-06-17,121507,27204,39411
2019-06-18,121571,27246,39434
2019-06-19,121637,27291,39462
2019-06-20,121698,27323,39496
2019-06-21,121763,27350,39514
2019-06-22,121809,27372,39533
2019-06-23,121839,27395,39549
2019-06-24,121882,27422,39583
2019-06-25,121943,27447,39615
2019-06-26,121997,27482,39644
2019-06-27,122062,27516,39665
2019-06-28,122106,27542,39689
2019-06-29,122149,27557,39702
2019-06-30,122189,27577,39718
2019-07-01,122243,27602,39742
2019-07-02,122313,27633,39774
2019-07-03,122366,27668,39800
2019-07-04,122422,27705,39831
2019-07-05,122480,27730,39858
2019-07-06,122512,27752,39879
2019-07-07,122551,27766,39893
2019-07-08,122615,27785,39914
2019-07-09,122681,27822,39948
2019-07-10,122749,27864,39977
2019-07-11,122828,27895,40012
2019-07-12,122896,27931,40036
2019-07-13,122941,27945,40049
2019-07-14,122974,27964,40073
2019-07-15,123035,27993,40099
2019-07-16,123098,28025,40134
2019-07-17,123171,28060,40169
2019-07-18,123257,28099,40200
2019-07-19,123340,28125,40227
2019-07-20,123398,28142,40239
2019-07-21,123458,28164,40256
2019-07-22,123527,28193,40285
2019-07-23,123582,28229,40311
2019-07-24,123667,28265,40348
2019-07-25,123735,28304,40370
2019-07-26,123784,28349,40400
2019-07-27,123836,28378,40410
2019-07-28,123872,28400,40427
2019-07-29,123926,28438,40443
2019-07-30,123990,28477,40479
2019-07-31,124045,28518,40523
2019-08-01,124109,28556,40561
2019-08-02,124167,28582,40589
2019-08-03,124208,28595,40604
2019-08-04,124252,28608,40623
2019-08-05,124318,28637,40652
2019-08-06,124384,28668,40701
2019-08-07,124449,28698,40727
2019-08-08,124509,28732,40759
2019-08-09,124566,28775,40782
2019-08-10,124600,28797,40797
2019-08-11,124629,28823,40814
2019-08-12,124679,28848,40842
2019-08-13,124749,28877,40858
2019-08-14,124801,28915,40881
2019-08-15,124849,28939,40897
2019-08-16,124912,28971,40917
2019-08-17,124944,28987,40924
2019-08-18,124965,29016,40945
2019-08-19,125025,29050,40979
2019-08-20,125086,29086,40998
2019-08-21,125144,29107,41025
2019-08-22,125190,29138,41051
2019-08-23,125243,29166,41075
2019-08-24,125292,29182,41087
2019-08-25,125327,29194,41105
2019-08-26,125387,29230,41130
2019-08-27,125452,29265,41155
2019-08-28,125506,29307,41175
2019-08-29,125556,29338,41197
2019-08-30,125595,29357,41217
2019-08-31,125629,29369,41225
2019-09-01,125652,29384,41236
2019-09-02,125721,29420,41257
2019-09-03,125774,29451,41282
2019-09-04,125836,29485,41311
2019-09-05,125898,29523,41348
2019-09-06,125963,29552,41375
2019-09-07,125992,29570,41402
2019-09-08,126026,29587,41417
2019-09-09,126071,29611,41436
2019-09-10,126139,29639,41454
2019-09-11,126237,29668,41483
2019-09-12,126312,29701,41507
2019-09-13,126356,29716,41522
2019-09-14,126391,29729,41539
2019-09-15,126419,29749,41556
2019-09-16,126482,29774,41580
2019-09-17,126541,29792,41619
2019-09-18,126624,29821,41663
2019-09-19,126697,29843,41688
2019-09-20,126763,29866,41710
2019-09-21,126794,29882,41731
2019-09-22,126832,29901,41752
2019-09-23,126884,29928,41771
2019-09-24,126946,29954,41797
2019-09-25,127033,29989,41830
2019-09-26,127111,30030,41848
2019-09-27,127187,30068,41868
2019-09-28,127223,30081,41877
2019-09-29,127276,30100,41899
2019-09-30,127404,30135,41928
2019-10-01,127569,30156,41943
2019-10-02,127634,30172,41956
2019-10-03,127703,30194,41973
2019-10-04,127760,30212,41986
2019-10-05,127800,30226,42000
2019-10-06,127842,30246,42022
2019-10-07,127891,30272,42046
2019-10-08,127958,30307,42069
2019-10-09,128018,30335,42096
2019-10-10,128071,30383,42115
2019-10-11,128136,30490,42138
2019-10-12,128189,30567,42161
2019-10-13,128226,30629,42174
2019-10-14,128274,30730,42194
2019-10-15,128349,30835,42222
2019-10-16,128397,30886,42253
2019-10-17,128453,30929,42275
2019-10-18,128506,30957,42292
2019-10-19,128528,30979,42304
2019-10-20,128562,30997,42316
2019-10-21,128628,31041,42335
2019-10-22,128686,31072,42362
2019-10-23,128738,31116,42394
2019-10-24,128790,31148,42475
2019-10-25,128831,31180,42499
2019-10-26,128860,31192,42507
2019-10-27,128887,31213,42519
2019-10-28,128930,31252,42533
2019-10-29,128980,31282,42552
2019-10-30,129026,31317,42573
2019-10-31,129087,31352,42590
2019-11-01,129144,31383,42605
2019-11-02,129175,31406,42626
2019-11-03,129212,31429,42639
2019-11-04,129278,31461,42661
2019-11-05,129330,31491,42690
2019-11-06,129384,31518,42712
2019-11-07,129449,31542,42737
2019-11-08,129497,31573,42745
2019-11-09,129549,31597,42760
2019-11-10,129579,31618,42770
2019-11-11,129630,31650,42794
2019-11-12,129682,31684,42820
2019-11-13,129739,31708,42841
2019-11-14,129791,31744,42860
2019-11-15,129836,31767,42877
2019-11-16,129863,31787,42896
2019-11-17,129896,31807,42920
2019-11-18,129949,31831,42943
2019-11-19,130019,31855,42963
2019-11-20,130088,31897,42987
2019-11-21,130147,31934,43007
2019-11-22,130324,31982,43020
2019-11-23,130394,32012,43031
2019-11-24,130443,32036,43045
2019-11-25,130494,32064,43074
2019-11-26,130553,32102,43103
2019-11-27,130624,32130,43132
2019-11-28,130685,32159,43164
2019-11-29,130754,32180,43197
2019-11-30,130795,32193,43211
2019-12-01,130833,32213,43224
2019-12-02,130888,32256,43241
2019-12-03,130940,32297,43259
2019-12-04,130993,32334,43287
2019-12-05,131052,32382,43307
2019-12-06,131112,32420,43331
2019-12-07,131147,32447,43343
2019-12-08,131184,32472,43355
2019-12-09,131230,32509,43370
2019-12-10,131296,32545,43388
2019-12-11,131355,32583,43413
2019-12-12,131406,32620,43430
2019-12-13,131445,32655,43445
2019-12-14,131470,32670,43458
2019-12-15,131504,32692,43468
2019-12-16,131545,32729,43501
2019-12-17,131601,32761,43539
2019-12-18,131652,32803,43567
2019-12-19,131698,32833,43594
2019-12-20,131750,32857,43605
2019-12-21,131784,32872,43612
2019-12-22,131812,32885,43626
2019-12-23,131856,32911,43644
2019-12-24,131897,32932,43665
2019-12-25,131941,32960,43687
2019-12-26,131984,32982,43701
2019-12-27,132027,33009,43717
2019-12-28,132061,33031,43730
2019-12-29,132091,33055,43739
2019-12-30,132136,33072,43759
2019-12-31,132167,33094,43775
2020-01-01,132190,33111,43790
2020-01-02,132227,33135,43808
2020-01-03,132277,33158,43822
2020-01-04,132304,33180,43837
2020-01-05,132334,33194,43845
2020-01-06,132375,33214,43865
2020-01-07,132417,33247,43878
2020-01-08,132463,33270,43893
2020-01-09,132521,33301,43908
2020-01-10,132572,33335,43926
2020-01-11,132600,33360,43937
2020-01-12,132628,33385,43950
2020-01-13,132672,33415,43971
2020-01-14,132709,33434,43982
2020-01-15,132754,33457,44000
2020-01-16,132797,33495,44021
2020-01-17,132837,33522,44033
2020-01-18,132861,33544,44045
2020-01-19,132897,33567,44063
2020-01-20,132925,33582,44079
2020-01-21,132964,33605,44093
2020-01-22,132997,33625,44107
2020-01-23,133026,33641,44123
2020-01-24,133053,33656,44130
2020-01-25,133078,33662,44136
2020-01-26,133104,33672,44145
2020-01-27,133141,33691,44158
2020-01-28,133187,33707,44172
2020-01-29,133219,33731,44186
2020-01-30,133261,33752,44200
2020-01-31,133282,33770,44219
2020-02-01,133312,33786,44230
2020-02-02,133344,33812,44245
2020-02-03,133367,33845,44259
2020-02-04,133396,33870,44272
2020-02-05,133434,33900,44286
2020-02-06,133472,33932,44294
2020-02-07,133503,33953,44311
2020-02-08,133525,33970,44321
2020-02-09,133556,33994,44333
2020-02-10,133586,34024,44351
2020-02-11,133633,34061,44368
2020-02-12,133676,34097,44382
2020-02-13,133720,34129,44399
2020-02-14,133748,34159,44417
2020-02-15,133776,34186,44429
2020-02-16,133803,34208,44439
2020-02-17,133852,34237,44463
2020-02-18,133891,34263,44485
2020-02-19,133944,34288,44498
2020-02-20,134004,34308,44521
2020-02-21,134044,34340,44540
2020-02-22,134069,34363,44551
2020-02-23,134115,34391,44568
2020-02-24,134142,34420,44587
2020-02-25,134177,34450,44606
2020-02-26,134214,34479,44628
2020-02-27,134249,34504,44653
2020-02-28,134290,34529,44667
2020-02-29,134338,34551,44678
2020-03-01,134383,34569,44685
2020-03-02,134437,34600,44700
