date,tensorflow,pytorch,keras
2020-03-03,134492,34631,44717
2020-03-04,134531,34662,44733
2020-03-05,134566,34688,44754
2020-03-06,134606,34718,44764
2020-03-07,134654,34733,44782
2020-03-08,134690,34753,44795
2020-03-09,134736,34779,44810
2020-03-10,134782,34816,44829
2020-03-11,134822,34880,44849
2020-03-12,134873,34946,44862
2020-03-13,134917,35002,44883
2020-03-14,134952,35026,44897
2020-03-15,134990,35042,44908
2020-03-16,135026,35076,44925
2020-03-17,135066,35104,44939
2020-03-18,135113,35125,44953
2020-03-19,135155,35145,44968
2020-03-20,135194,35170,44979
2020-03-21,135231,35190,44997
2020-03-22,135262,35212,45015
2020-03-23,135313,35239,45027
2020-03-24,135356,35260,45041
2020-03-25,135401,35293,45060
2020-03-26,135459,35325,45079
2020-03-27,135499,35349,45095
2020-03-28,135535,35375,45108
2020-03-29,135579,35393,45137
2020-03-30,135629,35421,45161
2020-03-31,135679,35449,45179
2020-04-01,135736,35483,45204
2020-04-02,135795,35503,45216
2020-04-03,135834,35534,45232
2020-04-04,135886,35560,45256
2020-04-05,135927,35582,45294
2020-04-06,135972,35610,45326
2020-04-07,136031,35641,45348
2020-04-08,136068,35673,45366
2020-04-09,136112,35697,45385
2020-04-10,136143,35726,45394
2020-04-11,136187,35749,45413
2020-04-12,136224,35781,45429
2020-04-13,136273,35806,45443
2020-04-14,136333,35849,45466
2020-04-15,136386,35883,45487
2020-04-16,136433,35902,45505
2020-04-17,136479,35935,45522
2020-04-18,136520,35960,45536
2020-04-19,136557,35984,45556
2020-04-20,136611,36008,45572
2020-04-21,136662,36046,45589
2020-04-22,136694,36091,45608
2020-04-23,136732,36129,45634
2020-04-24,136781,36167,45649
2020-04-25,136820,36188,45665
2020-04-26,136864,36224,45675
2020-04-27,136909,36262,45694
2020-04-28,136952,36293,45707
2020-04-29,136996,36320,45729
2020-04-30,137044,36346,45747
2020-05-01,137080,36374,45763
2020-05-02,137110,36400,45776
2020-05-03,137147,36430,45787
2020-05-04,137190,36457,45805
2020-05-05,137226,36486,45828
2020-05-06,137270,36508,45848
2020-05-07,137317,36541,45863
2020-05-08,137365,36576,45877
2020-05-09,137406,36601,45896
2020-05-10,137449,36619,45913
2020-05-11,137517,36660,45929
2020-05-12,137577,36696,45951
2020-05-13,137636,36728,45974
2020-05-14,137691,36767,45986
2020-05-15,137737,36799,46007
2020-05-16,137771,36825,46018
2020-05-17,137805,36852,46035
2020-05-18,137856,36886,46052
2020-05-19,137905,36911,46067
2020-05-20,137954,36943,46090
2020-05-21,138011,36980,46103
2020-05-22,138058,37013,46122
2020-05-23,138096,37034,46140
2020-05-24,138140,37055,46154
2020-05-25,138194,37070,46174
2020-05-26,138238,37102,46188
2020-05-27,138296,37132,46203
2020-05-28,138329,37165,46217
2020-05-29,138379,37199,46235
2020-05-30,138419,37217,46243
2020-05-31,138455,37238,46258
2020-06-01,138501,37263,46274
2020-06-02,138556,37290,46284
2020-06-03,138603,37314,46300
2020-06-04,138649,37337,46325
2020-06-05,138695,37368,46341
2020-06-06,138727,37381,46352
2020-06-07,138760,37395,46365
2020-06-08,138793,37419,46375
2020-06-09,138842,37441,46389
2020-06-10,138888,37478,46404
2020-06-11,138931,37499,46420
2020-06-12,138987,37529,46442
2020-06-13,139017,37550,46453
2020-06-14,139051,37569,46463
2020-06-15,139097,37605,46475
2020-06-16,139148,37631,46489
2020-06-17,139192,37657,46502
2020-06-18,139225,37697,46514
2020-06-19,139269,37725,46525
2020-06-20,139300,37739,46534
2020-06-21,139332,37760,46536
2020-06-22,139372,37786,46549
2020-06-23,139420,37822,46562
2020-06-24,139449,37847,46581
2020-06-25,139483,37869,46594
2020-06-26,139515,37894,46610
2020-06-27,139540,37919,46623
2020-06-28,139581,37952,46636
2020-06-29,139622,37978,46644
2020-06-30,139659,38006,46658
2020-07-01,139712,38037,46673
2020-07-02,139759,38062,46690
2020-07-03,139798,38104,46709
2020-07-04,139823,38126,46715
2020-07-05,139849,38138,46727
2020-07-06,139886,38167,46741
2020-07-07,139937,38186,46754
2020-07-08,139976,38205,46764
2020-07-09,140010,38227,46772
2020-07-10,140046,38251,46787
2020-07-11,140081,38280,46803
2020-07-12,140112,38300,46813
2020-07-13,140144,38320,46826
2020-07-14,140184,38342,46841
2020-07-15,140216,38377,46852
2020-07-16,140263,38409,46866
2020-07-17,140295,38440,46887
2020-07-18,140331,38455,46894
2020-07-19,140367,38479,46906
2020-07-20,140394,38511,46923
2020-07-21,140454,38539,46941
2020-07-22,140515,38572,46958
2020-07-23,140561,38607,46974
2020-07-24,140617,38641,46993
2020-07-25,140642,38662,47005
2020-07-26,140666,38683,47014
2020-07-27,140708,38706,47031
2020-07-28,140750,38749,47046
2020-07-29,140803,38785,47063
2020-07-30,140855,38823,47081
2020-07-31,140900,38851,47094
2020-08-01,140932,38880,47108
2020-08-02,140950,38899,47112
2020-08-03,141001,38927,47131
2020-08-04,141043,38959,47148
2020-08-05,141087,38992,47158
2020-08-06,141130,39016,47172
2020-08-07,141164,39044,47181
2020-08-08,141193,39060,47187
2020-08-09,141232,39085,47197
2020-08-10,141276,39111,47212
2020-08-11,141325,39136,47223
2020-08-12,141364,39168,47228
2020-08-13,141411,39190,47242
2020-08-14,141455,39210,47255
2020-08-15,141488,39227,47263
2020-08-16,141515,39247,47282
2020-08-17,141547,39270,47290
2020-08-18,141584,39306,47299
2020-08-19,141616,39335,47311
2020-08-20,141654,39360,47323
2020-08-21,141696,39443,47333
2020-08-22,141717,39476,47340
2020-08-23,141733,39497,47351
2020-08-24,141759,39517,47360
2020-08-25,141805,39549,47367
2020-08-26,141853,39566,47376
2020-08-27,141893,39595,47389
2020-08-28,141923,39621,47402
2020-08-29,141949,39639,47408
2020-08-30,141974,39664,47419
2020-08-31,142002,39689,47430
2020-09-01,142030,39716,47443
2020-09-02,142072,39739,47454
2020-09-03,142106,39763,47465
2020-09-04,142131,39785,47477
2020-09-05,142171,39806,47549
2020-09-06,142204,39832,47632
2020-09-07,142233,39859,47673
2020-09-08,142281,39891,47687
2020-09-09,142320,39921,47699
2020-09-10,142355,39951,47712
2020-09-11,142389,39968,47729
2020-09-12,142410,39990,47739
2020-09-13,142439,40006,47749
2020-09-14,142472,40031,47765
2020-09-15,142514,40056,47779
2020-09-16,142552,40076,47789
2020-09-17,142591,40107,47802
2020-09-18,142632,40183,47815
2020-09-19,142657,40271,47818
2020-09-20,142687,40343,47828
2020-09-21,142728,40434,47837
2020-09-22,142775,40524,47849
2020-09-23,142815,40600,47866
2020-09-24,142861,40694,47877
2020-09-25,142893,40762,47886
2020-09-26,142917,40839,47895
2020-09-27,142948,40902,47906
2020-09-28,142983,40976,47914
2020-09-29,143017,41007,47925
2020-09-30,143049,41032,47939
2020-10-01,143080,41044,47948
2020-10-02,143101,41058,47954
2020-10-03,143119,41066,47963
2020-10-04,143143,41080,47969
2020-10-05,143171,41103,47976
2020-10-06,143201,41124,47988
2020-10-07,143230,41143,48001
2020-10-08,143266,41166,48013
2020-10-09,143305,41193,48026
2020-10-10,143336,41214,48034
2020-10-11,143366,41230,48045
2020-10-12,143400,41252,48056
2020-10-13,143440,41281,48073
2020-10-14,143491,41317,48085
2020-10-15,143527,41340,48097
2020-10-16,143563,41371,48105
2020-10-17,143591,41388,48108
2020-10-18,143621,41406,48120
2020-10-19,143653,41436,48131
2020-10-20,143688,41471,48141
2020-10-21,143728,41501,48156
2020-10-22,143756,41519,48160
2020-10-23,143790,41541,48167
2020-10-24,143811,41567,48174
2020-10-25,143831,41588,48177
2020-10-26,143879,41614,48189
2020-10-27,143912,41646,48197
2020-10-28,143946,41685,48206
2020-10-29,143993,41714,48212
2020-10-30,144033,41743,48221
2020-10-31,144065,41766,48227
2020-11-01,144087,41785,48232
2020-11-02,144123,41805,48245
2020-11-03,144160,41835,48249
2020-11-04,144194,41857,48254
2020-11-05,144229,41884,48259
2020-11-06,144261,41910,48267
2020-11-07,144286,41931,48272
2020-11-08,144305,41948,48279
2020-11-09,144339,41983,48285
2020-11-10,144382,42014,48293
2020-11-11,144422,42039,48302
2020-11-12,144466,42069,48306
2020-11-13,144498,42093,48309
2020-11-14,144521,42104,48313
2020-11-15,144544,42124,48316
2020-11-16,144582,42165,48320
2020-11-17,144625,42206,48332
2020-11-18,144666,42232,48342
2020-11-19,144708,42267,48354
2020-11-20,144814,42304,48360
2020-11-21,144922,42327,48367
2020-11-22,145051,42353,48371
2020-11-23,145140,42378,48383
2020-11-24,145189,42421,48389
2020-11-25,145225,42449,48398
2020-11-26,145256,42480,48403
2020-11-27,145296,42508,48407
2020-11-28,145328,42524,48418
2020-11-29,145370,42546,48427
2020-11-30,145413,42573,48433
2020-12-01,145447,42600,48435
2020-12-02,145487,42627,48446
2020-12-03,145526,42664,48450
2020-12-04,145560,42692,48458
2020-12-05,145586,42713,48464
2020-12-06,145602,42724,48466
2020-12-07,145642,42759,48472
2020-12-08,145694,42800,48483
2020-12-09,145809,42824,48493
2020-12-10,145880,42858,48504
2020-12-11,145913,42884,48509
2020-12-12,145942,42908,48517
2020-12-13,145978,42929,48525
2020-12-14,146030,42966,48544
2020-12-15,146077,43017,48550
2020-12-16,146103,43051,48562
2020-12-17,146148,43083,48572
2020-12-18,146186,43101,48582
2020-12-19,146215,43115,48591
2020-12-20,146254,43139,48597
2020-12-21,146290,43168,48606
2020-12-22,146328,43198,48613
2020-12-23,146360,43222,48621
2020-12-24,146397,43243,48633
2020-12-25,146429,43266,48646
2020-12-26,146456,43286,48655
2020-12-27,146488,43303,48664
2020-12-28,146527,43332,48667
2020-12-29,146571,43362,48676
2020-12-30,146606,43385,48686
2020-12-31,146631,43398,48693
2021-01-01,146656,43410,48698
2021-01-02,146683,43426,48706
2021-01-03,146713,43440,48710
2021-01-04,146749,43469,48721
2021-01-05,146792,43491,48726
2021-01-06,146814,43522,48739
2021-01-07,146841,43544,48750
2021-01-08,146877,43570,48758
2021-01-09,146907,43594,48768
2021-01-10,146928,43614,48772
2021-01-11,146966,43645,48782
2021-01-12,147017,43670,48791
2021-01-13,147052,43695,48800
2021-01-14,147083,43724,48806
2021-01-15,147109,43758,48816
2021-01-16,147144,43786,48825
2021-01-17,147162,43804,48833
2021-01-18,147192,43829,48841
2021-01-19,147231,43855,48852
2021-01-20,147271,43877,48862
2021-01-21,147315,43906,48870
2021-01-22,147357,43932,48883
2021-01-23,147382,43951,48892
2021-01-24,147401,43972,48899
2021-01-25,147439,43999,48913
2021-01-26,147481,44034,48923
2021-01-27,147524,44077,48933
2021-01-28,147553,44117,48936
2021-01-29,147587,44144,48944
2021-01-30,147613,44164,48954
2021-01-31,147647,44182,48967
2021-02-01,147677,44208,48971
2021-02-02,147706,44231,48976
2021-02-03,147748,44253,48985
2021-02-04,147779,44270,48995
2021-02-05,147809,44289,49003
2021-02-06,147834,44310,49007
2021-02-07,147866,44331,49014
2021-02-08,147896,44346,49021
2021-02-09,147933,44382,49031
2021-02-10,147971,44398,49039
2021-02-11,147999,44409,49045
2021-02-12,148021,44417,49052
2021-02-13,148052,44436,49059
2021-02-14,148069,44459,49063
2021-02-15,148091,44482,49068
2021-02-16,148117,44496,49073
2021-02-17,148155,44513,49081
2021-02-18,148195,44542,49085
2021-02-19,148231,44572,49098
2021-02-20,148256,44591,49106
2021-02-21,148279,44612,49116
2021-02-22,148317,44636,49122
2021-02-23,148354,44669,49131
2021-02-24,148384,44691,49139
2021-02-25,148414,44718,49145
2021-02-26,148439,44734,49153
2021-02-27,148470,44751,49157
2021-02-28,148499,44762,49162
2021-03-01,148541,44791,49166
2021-03-02,148578,44818,49177
2021-03-03,148615,44845,49185
2021-03-04,148652,44878,49199
2021-03-05,148686,44936,49210
2021-03-06,148711,44962,49215
2021-03-07,148743,44985,49219
2021-03-08,148784,45028,49231
2021-03-09,148829,45052,49237
2021-03-10,148864,45076,49242
2021-03-11,148900,45105,49253
2021-03-12,148926,45127,49259
2021-03-13,148952,45148,49264
2021-03-14,148983,45165,49270
2021-03-15,149011,45195,49277
2021-03-16,149035,45215,49285
2021-03-17,149075,45254,49291
2021-03-18,149116,45273,49301
2021-03-19,149159,45306,49307
2021-03-20,149185,45328,49311
2021-03-21,149209,45343,49314
2021-03-22,149245,45376,49322
2021-03-23,149279,45405,49330
2021-03-24,149311,45422,49338
2021-03-25,149343,45449,49346
2021-03-26,149378,45472,49350
2021-03-27,149420,45489,49354
2021-03-28,149449,45509,49359
2021-03-29,149478,45535,49366
2021-03-30,149513,45557,49374
2021-03-31,149551,45583,49385
2021-04-01,149596,45619,49390
2021-04-02,149628,45637,49393
2021-04-03,149657,45648,49399
2021-04-04,149678,45659,49403
2021-04-05,149702,45676,49407
2021-04-06,149736,45701,49411
2021-04-07,149786,45730,49424
2021-04-08,149816,45764,49439
2021-04-09,149847,45787,49448
2021-04-10,149868,45807,49457
2021-04-11,149890,45830,49463
2021-04-12,149925,45854,49469
2021-04-13,149969,45881,49476
2021-04-14,150016,45913,49484
2021-04-15,150057,45934,49490
2021-04-16,150085,45958,49493
2021-04-17,150111,45976,49499
2021-04-18,150136,45996,49503
2021-04-19,150168,46016,49504
2021-04-20,150207,46042,49510
2021-04-21,150238,46077,49520
2021-04-22,150280,46107,49530
2021-04-23,150310,46127,49535
2021-04-24,150343,46146,49542
2021-04-25,150382,46173,49550
2021-04-26,150417,46188,49557
2021-04-27,150451,46209,49564
2021-04-28,150498,46231,49571
2021-04-29,150630,46261,49579
2021-04-30,150697,46283,49587
2021-05-01,150730,46299,49593
2021-05-02,150748,46313,49598
2021-05-03,150780,46335,49606
2021-05-04,150804,46350,49615
2021-05-05,150824,46361,49617
2021-05-06,150851,46384,49628
2021-05-07,150879,46410,49633
2021-05-08,150904,46438,49634
2021-05-09,150923,46456,49640
2021-05-10,150951,46476,49647
2021-05-11,150990,46501,49654
2021-05-12,151019,46522,49667
2021-05-13,151049,46555,49672
2021-05-14,151084,46573,49676
2021-05-15,151108,46598,49681
2021-05-16,151130,46618,49689
2021-05-17,151166,46641,49699
2021-05-18,151201,46662,49704
2021-05-19,151228,46689,49711
2021-05-20,151261,46715,49718
2021-05-21,151297,46739,49725
2021-05-22,151318,46750,49729
2021-05-23,151339,46767,49737
2021-05-24,151371,46787,49744
2021-05-25,151419,46811,49757
2021-05-26,151469,46840,49765
2021-05-27,151513,46876,49776
2021-05-28,151542,46887,49783
2021-05-29,151558,46908,49789
2021-05-30,151588,46927,49791
2021-05-31,151616,46950,49796
2021-06-01,151644,46968,49806
2021-06-02,151685,46990,49810
2021-06-03,151721,47020,49821
2021-06-04,151753,47041,49830
2021-06-05,151773,47057,49834
2021-06-06,151788,47082,49849
2021-06-07,151816,47108,49854
2021-06-08,151855,47134,49861
2021-06-09,151890,47160,49866
2021-06-10,151931,47195,49871
2021-06-11,151964,47212,49874
2021-06-12,152067,47226,49885
2021-06-13,152130,47242,49889
2021-06-14,152155,47251,49890
2021-06-15,152189,47265,49898
2021-06-16,152226,47284,49937
2021-06-17,152268,47317,50044
2021-06-18,152291,47335,50120
2021-06-19,152311,47356,50232
2021-06-20,152323,47369,50280
2021-06-21,152357,47405,50291
2021-06-22,152386,47427,50310
2021-06-23,152421,47451,50323
2021-06-24,152447,47475,50330
2021-06-25,152480,47500,50343
2021-06-26,152493,47518,50351
2021-06-27,152513,47533,50354
2021-06-28,152546,47555,50361
2021-06-29,152573,47585,50375
2021-06-30,152613,47610,50393
2021-07-01,152658,47631,50406
2021-07-02,152686,47660,50411
2021-07-03,152717,47676,50419
2021-07-04,152739,47692,50428
2021-07-05,152767,47722,50442
2021-07-06,152796,47750,50452
2021-07-07,152831,47779,50464
2021-07-08,152863,47805,50468
2021-07-09,152901,47832,50474
2021-07-10,152931,47844,50477
2021-07-11,152952,47862,50482
2021-07-12,152983,47879,50491
2021-07-13,153008,47912,50504
2021-07-14,153037,47934,50511
2021-07-15,153066,47955,50520
2021-07-16,153092,47970,50533
2021-07-17,153120,47990,50540
2021-07-18,153139,48005,50545
2021-07-19,153179,48037,50555
2021-07-20,153229,48061,50558
2021-07-21,153253,48093,50564
2021-07-22,153300,48117,50574
2021-07-23,153329,48136,50584
2021-07-24,153355,48153,50594
2021-07-25,153385,48173,50602
2021-07-26,153409,48194,50609
2021-07-27,153432,48215,50624
2021-07-28,153468,48238,50636
2021-07-29,153499,48268,50645
2021-07-30,153525,48296,50650
2021-07-31,153553,48312,50656
2021-08-01,153570,48326,50660
2021-08-02,153600,48344,50670
2021-08-03,153635,48373,50676
2021-08-04,153670,48393,50685
2021-08-05,153696,48412,50691
2021-08-06,153718,48433,50699
2021-08-07,153737,48455,50709
2021-08-08,153758,48473,50721
2021-08-09,153783,48488,50725
2021-08-10,153829,48505,50740
2021-08-11,153866,48527,50746
2021-08-12,153961,48545,50758
2021-08-13,154031,48568,50766
2021-08-14,154108,48581,50778
2021-08-15,154169,48595,50783
2021-08-16,154206,48606,50795
2021-08-17,154229,48633,50807
2021-08-18,154267,48664,50822
2021-08-19,154289,48746,50837
2021-08-20,154312,48808,50846
2021-08-21,154337,48824,50849
2021-08-22,154353,48841,50855
2021-08-23,154371,48867,50866
2021-08-24,154401,48895,50881
2021-08-25,154434,48923,50894
2021-08-26,154472,48948,50901
2021-08-27,154489,48966,50904
2021-08-28,154521,48985,50909
2021-08-29,154547,48996,50916
2021-08-30,154588,49025,50926
2021-08-31,154607,49044,50935
2021-09-01,154635,49071,50946
2021-09-02,154661,49091,50954
2021-09-03,154687,49111,50964
2021-09-04,154708,49127,50972
2021-09-05,154724,49143,50979
2021-09-06,154751,49168,50985
2021-09-07,154778,49182,50988
2021-09-08,154814,49216,50995
2021-09-09,154843,49241,51004
2021-09-10,154863,49267,51154
2021-09-11,154893,49287,51181
2021-09-12,154907,49302,51196
2021-09-13,154940,49330,51216
2021-09-14,154971,49364,51230
2021-09-15,154994,49392,51239
2021-09-16,155036,49417,51260
2021-09-17,155060,49439,51276
2021-09-18,155084,49466,51293
2021-09-19,155103,49480,51301
2021-09-20,155127,49510,51312
2021-09-21,155150,49525,51318
2021-09-22,155178,49549,51328
2021-09-23,155210,49571,51339
2021-09-24,155242,49601,51352
2021-09-25,155266,49618,51361
2021-09-26,155287,49636,51364
2021-09-27,155317,49662,51378
2021-09-28,155352,49679,51399
2021-09-29,155390,49708,51409
2021-09-30,155425,49729,51425
2021-10-01,155443,49741,51436
2021-10-02,155470,49757,51444
2021-10-03,155494,49768,51451
2021-10-04,155519,49788,51464
2021-10-05,155542,49804,51471
2021-10-06,155571,49819,51480
2021-10-07,155594,49833,51491
2021-10-08,155621,49856,51496
2021-10-09,155648,49878,51509
2021-10-10,155665,49893,51519
2021-10-11,155695,49913,51539
2021-10-12,155742,49929,51546
2021-10-13,155832,49962,51558
2021-10-14,155902,49987,51567
2021-10-15,155929,50009,51576
2021-10-16,155948,50028,51588
2021-10-17,155956,50046,51595
2021-10-18,155985,50069,51606
2021-10-19,156016,50099,51621
2021-10-20,156040,50128,51626
2021-10-21,156068,50153,51641
2021-10-22,156106,50191,51656
2021-10-23,156122,50208,51669
2021-10-24,156151,50226,51677
2021-10-25,156179,50258,51685
2021-10-26,156216,50287,51703
2021-10-27,156243,50325,51709
2021-10-28,156277,50357,51720
2021-10-29,156310,50384,51735
2021-10-30,156328,50397,51745
2021-10-31,156353,50420,51751
2021-11-01,156390,50443,51767
2021-11-02,156420,50468,51784
2021-11-03,156453,50505,51802
2021-11-04,156480,50529,51816
2021-11-05,156531,50545,51831
2021-11-06,156552,50568,51845
2021-11-07,156571,50586,51856
2021-11-08,156595,50606,51869
2021-11-09,156626,50629,51883
2021-11-10,156652,50655,51899
2021-11-11,156672,50674,51910
2021-11-12,156696,50691,51918
2021-11-13,156717,50708,51931
2021-11-14,156738,50722,51942
2021-11-15,156778,50749,51951
2021-11-16,156809,50774,51961
2021-11-17,156846,50803,51970
2021-11-18,156883,50830,51983
2021-11-19,156925,50862,51997
2021-11-20,156945,50880,52002
2021-11-21,156963,50905,52008
2021-11-22,156984,50920,52019
2021-11-23,157012,50946,52031
2021-11-24,157051,50970,52043
2021-11-25,157079,50993,52057
2021-11-26,157102,51010,52066
2021-11-27,157122,51022,52078
2021-11-28,157137,51046,52088
2021-11-29,157163,51066,52100
2021-11-30,157194,51092,52107
2021-12-01,157224,51113,52112
2021-12-02,157252,51145,52125
2021-12-03,157283,51173,52139
2021-12-04,157302,51189,52146
2021-12-05,157319,51204,52152
2021-12-06,157354,51229,52163
2021-12-07,157384,51257,52185
2021-12-08,157416,51285,52201
2021-12-09,157451,51308,52209
2021-12-10,157481,51329,52223
2021-12-11,157503,51352,52229
2021-12-12,157527,51374,52237
2021-12-13,157557,51407,52243
2021-12-14,157579,51431,52249
2021-12-15,157602,51458,52260
2021-12-16,157639,51477,52270
2021-12-17,157679,51500,52284
2021-12-18,157708,51518,52297
2021-12-19,157721,51535,52302
2021-12-20,157747,51558,52313
2021-12-21,157783,51585,52323
2021-12-22,157804,51605,52341
2021-12-23,157830,51628,52351
2021-12-24,157856,51649,52359
2021-12-25,157876,51665,52370
2021-12-26,157894,51678,52372
2021-12-27,157922,51700,52385
2021-12-28,157947,51714,52395
2021-12-29,157972,51739,52403
2021-12-30,158011,51755,52415
2021-12-31,158040,51777,52419
2022-01-01,158058,51789,52427
2022-01-02,158072,51796,52441
2022-01-03,158098,51817,52448
2022-01-04,158129,51846,52459
2022-01-05,158159,51877,52467
2022-01-06,158182,51904,52482
2022-01-07,158257,51932,52498
2022-01-08,158346,51950,52505
2022-01-09,158421,51966,52511
2022-01-10,158463,51992,52521
2022-01-11,158501,52015,52528
2022-01-12,158547,52041,52540
2022-01-13,158585,52062,52557
2022-01-14,158628,52072,52573
2022-01-15,158656,52094,52590
2022-01-16,158675,52111,52595
2022-01-17,158700,52136,52610
2022-01-18,158731,52153,52629
2022-01-19,158761,52183,52637
2022-01-20,158784,52219,52649
2022-01-21,158807,52273,52660
2022-01-22,158843,52313,52671
2022-01-23,158871,52331,52689
2022-01-24,158903,52359,52705
2022-01-25,158941,52382,52724
2022-01-26,158999,52408,52736
2022-01-27,159097,52440,52746
2022-01-28,159167,52467,52755
2022-01-29,159193,52490,52757
2022-01-30,159226,52525,52768
2022-01-31,159248,52544,52774
2022-02-01,159282,52570,52784
2022-02-02,159313,52582,52797
2022-02-03,159335,52596,52812
2022-02-04,159369,52609,52820
2022-02-05,159398,52623,52827
2022-02-06,159423,52634,52834
2022-02-07,159457,52655,52847
2022-02-08,159489,52674,52855
2022-02-09,159529,52696,52868
2022-02-10,159556,52719,52875
2022-02-11,159585,52753,52888
2022-02-12,159608,52767,52898
2022-02-13,159632,52782,52913
2022-02-14,159660,52804,52924
2022-02-15,159687,52834,52932
2022-02-16,159722,52854,52945
2022-02-17,159757,52881,52953
2022-02-18,159784,52904,52961
2022-02-19,159803,52914,52967
2022-02-20,159817,52928,52978
2022-02-21,159846,52949,52987
2022-02-22,159878,52976,53005
2022-02-23,159914,53005,53019
2022-02-24,159937,53026,53036
2022-02-25,159973,53047,53050
2022-02-26,159989,53060,53101
2022-02-27,160018,53076,53281
2022-02-28,160047,53099,53368
2022-03-01,160087,53132,53402
2022-03-02,160119,53165,53426
2022-03-03,160165,53190,53442
2022-03-04,160197,53213,53453
2022-03-05,160221,53237,53473
2022-03-06,160253,53257,53486
2022-03-07,160280,53282,53503
2022-03-08,160317,53310,53518
2022-03-09,160353,53340,53527
2022-03-10,160386,53373,53544
2022-03-11,160411,53401,53565
2022-03-12,160434,53414,53578
2022-03-13,160460,53441,53594
2022-03-14,160503,53475,53608
2022-03-15,160546,53506,53620
2022-03-16,160569,53528,53635
2022-03-17,160597,53564,53645
2022-03-18,160622,53581,53659
2022-03-19,160656,53598,53669
2022-03-20,160682,53618,53675
2022-03-21,160712,53651,53691
2022-03-22,160750,53677,53712
2022-03-23,160779,53706,53728
2022-03-24,160809,53736,53745
2022-03-25,160829,53761,53761
2022-03-26,160848,53778,53772
2022-03-27,160882,53794,53784
2022-03-28,160918,53823,53801
2022-03-29,160961,53850,53816
2022-03-30,160994,53875,53828
2022-03-31,161032,53901,53838
2022-04-01,161061,53929,53846
2022-04-02,161085,53951,53860
2022-04-03,161104,53970,53864
2022-04-04,161124,53991,53880
2022-04-05,161154,54020,53893
2022-04-06,161184,54051,53902
2022-04-07,161218,54086,53918
2022-04-08,161249,54108,53928
2022-04-09,161275,54121,53945
2022-04-10,161295,54138,53953
2022-04-11,161324,54166,53962
2022-04-12,161346,54189,53977
2022-04-13,161381,54220,53987
2022-04-14,161406,54241,53998
2022-04-15,161433,54262,54007
2022-04-16,161470,54281,54016
2022-04-17,161507,54296,54028
2022-04-18,161525,54315,54037
2022-04-19,161567,54337,54056
2022-04-20,161594,54368,54069
2022-04-21,161606,54392,54078
2022-04-22,161629,54413,54089
2022-04-23,161653,54432,54095
2022-04-24,161686,54451,54105
2022-04-25,161717,54486,54119
2022-04-26,161750,54521,54130
2022-04-27,161784,54541,54144
2022-04-28,161820,54586,54155
2022-04-29,161845,54610,54166
2022-04-30,161868,54634,54170
2022-05-01,161905,54652,54178
2022-05-02,161941,54671,54184
2022-05-03,161970,54694,54195
2022-05-04,161997,54720,54206
2022-05-05,162028,54748,54217
2022-05-06,162059,54773,54223
2022-05-07,162090,54797,54231
2022-05-08,162115,54812,54240
2022-05-09,162152,54841,54252
2022-05-10,162184,54864,54266
2022-05-11,162213,54892,54276
2022-05-12,162243,54919,54287
2022-05-13,162266,54944,54293
2022-05-14,162290,54965,54296
2022-05-15,162321,54988,54303
2022-05-16,162348,55023,54310
2022-05-17,162386,55055,54331
2022-05-18,162412,55077,54349
2022-05-19,162431,55121,54361
2022-05-20,162462,55152,54371
2022-05-21,162481,55171,54378
2022-05-22,162505,55186,54382
2022-05-23,162540,55214,54394
2022-05-24,162582,55253,54410
2022-05-25,162662,55290,54415
2022-05-26,162743,55319,54425
2022-05-27,162762,55337,54432
2022-05-28,162779,55347,54436
2022-05-29,162808,55371,54447
2022-05-30,162838,55396,54460
2022-05-31,162864,55419,54475
2022-06-01,162898,55447,54493
2022-06-02,162926,55464,54505
2022-06-03,162945,55479,54517
2022-06-04,162964,55498,54524
2022-06-05,162984,55513,54532
2022-06-06,163011,55533,54539
2022-06-07,163038,55562,54555
2022-06-08,163070,55586,54569
2022-06-09,163106,55609,54577
2022-06-10,163137,55635,54590
2022-06-11,163199,55655,54596
2022-06-12,163247,55673,54605
2022-06-13,163264,55691,54616
2022-06-14,163295,55716,54631
2022-06-15,163318,55753,54637
2022-06-16,163348,55792,54647
2022-06-17,163373,55825,54656
2022-06-18,163399,55841,54664
2022-06-19,163429,55859,54674
2022-06-20,163475,55894,54686
2022-06-21,163519,55937,54705
2022-06-22,163545,55960,54712
2022-06-23,163569,55990,54720
2022-06-24,163600,56024,54725
2022-06-25,163624,56040,54734
2022-06-26,163644,56055,54736
2022-06-27,163678,56087,54741
2022-06-28,163706,56108,54751
2022-06-29,163742,56132,54764
2022-06-30,163777,56161,54773
2022-07-01,163807,56176,54781
2022-07-02,163843,56193,54789
2022-07-03,163867,56205,54795
2022-07-04,163891,56234,54809
2022-07-05,163916,56261,54824
2022-07-06,163939,56290,54838
2022-07-07,163962,56309,54845
2022-07-08,163993,56340,54857
2022-07-09,164018,56365,54872
2022-07-10,164035,56380,54878
2022-07-11,164072,56399,54888
2022-07-12,164103,56427,54900
2022-07-13,164136,56450,54911
2022-07-14,164170,56477,54921
2022-07-15,164195,56502,54930
2022-07-16,164216,56521,54937
2022-07-17,164240,56538,54942
2022-07-18,164268,56566,54950
2022-07-19,164304,56589,54955
2022-07-20,164333,56617,54966
2022-07-21,164359,56634,54976
2022-07-22,164390,56661,54984
2022-07-23,164414,56676,54995
2022-07-24,164431,56693,55004
